evaluation_status,representation,model,outer_fold,effective_rank,top1_eigenvalue_fraction,top10_eigenvalue_fraction,target_alignment,alignment_with_rbf
development_outer_train,x10,rbf_matched,1,2.2828929670531792,0.8367033602791982,0.9838672363994162,0.11006796005001375,0.9999999999999999
development_outer_train,x10,quantum_angle_product,1,1.501953414824439,0.9282241121403766,0.9969818783686148,0.10076443181704965,0.9887341130706138
development_outer_train,x10,quantum_iqp_zz_linear,1,3.1631132008512046,0.7611557863763684,0.9664009763550767,0.11741411862841071,0.9933635862818234
development_outer_train,x10,rbf_matched,2,2.273566307872578,0.8386677790577665,0.9839505911504673,0.10120320435092456,1.0
development_outer_train,x10,quantum_angle_product,2,1.500881560730354,0.9286979938672617,0.9969505565348534,0.09017840566105144,0.9864639637490047
development_outer_train,x10,quantum_iqp_zz_linear,2,3.141943603744281,0.764509095786451,0.9659911667987586,0.10968324370240216,0.9922977068603137
development_outer_train,x10,rbf_matched,3,2.2738184305811444,0.8386569172323627,0.9840845837440301,0.08916882135573442,1.0000000000000004
development_outer_train,x10,quantum_angle_product,3,3.072460988491694,0.7669187862058648,0.9699523302580922,0.09394865930292624,0.9949000911137819
development_outer_train,x10,quantum_iqp_zz_linear,3,3.1395770112588273,0.7646293354734844,0.9666362406966884,0.09462356467893088,0.9922676422833172
development_outer_train,x10,rbf_matched,4,2.265136177409177,0.8414920635841809,0.9837573386452848,0.10198047209483033,1.0
development_outer_train,x10,quantum_angle_product,4,1.50085615364131,0.9292917789975961,0.996914404687691,0.0913805089160196,0.9845322912076778
development_outer_train,x10,quantum_iqp_zz_linear,4,3.120395284238831,0.769777051505462,0.9653735923741245,0.10920336320149412,0.9909526877139269
development_outer_train,x10,rbf_matched,5,2.2810826282150636,0.8371817798281199,0.98411515489927,0.08301180837158612,0.9999999999999997
development_outer_train,x10,quantum_angle_product,5,1.5024460451408825,0.928212529689302,0.9970653748899386,0.07584675343491451,0.9889034646521482
development_outer_train,x10,quantum_iqp_zz_linear,5,3.1605125689318463,0.7622417091678348,0.9660145200225102,0.0889268134056727,0.9931704957991377
development_outer_train,without_n_op,rbf_matched,1,2.110664963507122,0.8526730037440726,0.9870029296881517,0.04290351866251506,0.9999999999999998
development_outer_train,without_n_op,quantum_angle_product,1,1.442815905845762,0.9353994403306557,0.997690982685549,0.03898068652192825,0.9879517960940135
development_outer_train,without_n_op,quantum_iqp_zz_linear,1,2.8517499482504887,0.7837308338881623,0.9719921046735864,0.04651907311499415,0.9925426562564754
development_outer_train,without_n_op,rbf_matched,2,4.757128083646511,0.6657600752949774,0.9331206735867806,0.04774952640797594,0.9999999999999997
development_outer_train,without_n_op,quantum_angle_product,2,10.942538479299419,0.47327713297642265,0.83894482728345,0.05935396885822905,0.9629157870294858
development_outer_train,without_n_op,quantum_iqp_zz_linear,2,12.273720896882262,0.464573371493946,0.8178475229173449,0.06175565424366627,0.9457682691084975
development_outer_train,without_n_op,rbf_matched,3,2.1010279775171425,0.8546012644840171,0.987458882243881,0.033767466523860395,0.9999999999999998
development_outer_train,without_n_op,quantum_angle_product,3,1.4418664714727478,0.9357951046611542,0.9977620796368308,0.02956078903180694,0.9859668252999451
development_outer_train,without_n_op,quantum_iqp_zz_linear,3,2.826406768940473,0.7872514394880167,0.9725033819221167,0.03694127861893784,0.9913690445483863
development_outer_train,without_n_op,rbf_matched,4,2.0923267062151143,0.8574067171239624,0.987157080837453,0.03820984758811617,1.0
development_outer_train,without_n_op,quantum_angle_product,4,2.743081842268609,0.7945032809923402,0.975049707211121,0.04109716633822838,0.9936961949364969
development_outer_train,without_n_op,quantum_iqp_zz_linear,4,2.8072807212753252,0.7922741329710994,0.9711878973786655,0.04182706181239655,0.9897538543805608
development_outer_train,without_n_op,rbf_matched,5,4.799354074947064,0.6615607873137829,0.9333453572864197,0.03813745127239233,1.0
development_outer_train,without_n_op,quantum_angle_product,5,2.787025351747465,0.7863568018038315,0.9753239684672721,0.034488208779411035,0.9819331141496453
development_outer_train,without_n_op,quantum_iqp_zz_linear,5,2.8548645757851436,0.7837655370460969,0.9715840261886288,0.035126835644713424,0.9852151809012071
